0.17, 0, -1771735, 0 
0.38, 0, -1771735, 0 
0.59, 0, -1771735, 0 
0.81, 0, -1771734, 0 
1.02, 0, -1771736, 0 
1.23, 0, -1771735, 0 
1.45, 0, -1771736, 0 
1.66, 0, -1771735, 0 
1.87, 0, -1771736, 0 
2.09, 0, -1771735, 0 
2.30, 0, -1771735, 0 
2.51, 0, -1771735, 0 
2.73, 0, -1771735, 0 
2.94, 0, -1771735, 0 
3.15, 0, -1771735, 0 
3.37, 0, -1771735, 0 
3.58, 0, -1771736, 0 
3.79, 0, -1771736, 0 
4.01, 0, -1771735, 0 
4.22, 0, -1771735, 0 
4.43, 0, -1771735, 0 
4.65, 0, -1771736, 0 
4.86, 0, -1771736, 0 
5.07, 0, -1771736, 0 
5.28, -2, -1771735, 0 
5.50, 20, -1771735, 0 
5.71, -1, -1771735, 0 
5.93, 0, -1771735, 0 
6.14, -43, -1771735, 0 
6.36, -1, -1771735, 0 
6.57, 0, -1771735, 0 
6.78, 0, -1771735, 0 
6.99, 7, -1771736, 0 
7.20, 0, -1771735, 0 
7.42, 0, -1771736, -1 
7.63, 0, -1771736, -3 
7.85, -19, -1771736, -78 
8.06, 0, -1771736, -109 
8.28, 0, -1771735, -119 
8.49, 0, -1771735, -118 
8.71, 0, -1771735, -117 
8.92, 0, -1771736, -115 
9.14, 0, -1771735, -49 
9.35, 0, -1771736, -7 
9.57, 0, -1771736, 7 
9.78, -1908, -1771736, 73 
10.00, -14642, -1772136, 104 
10.21, -14472, -1775316, 110 
10.43, -14396, -1778486, 106 
10.65, -14683, -1781658, 102 
10.87, -14394, -1784830, 101 
11.09, -14449, -1788002, 101 
11.30, -14789, -1791171, 100 
11.52, -14733, -1794341, 98 
11.74, -14626, -1797509, 97 
11.96, -14907, -1800680, 94 
12.17, -14415, -1803845, 92 
12.39, -14417, -1807010, 90 
12.61, -14807, -1810182, 88 
12.83, -14292, -1813349, 87 
13.04, -14316, -1816517, 87 
13.26, -14708, -1819686, 86 
13.48, -14411, -1822852, 84 
13.70, -14401, -1826018, 82 
13.91, -14721, -1829184, 80 
14.13, -14644, -1832349, 78 
14.35, -14799, -1835517, 77 
14.57, -14574, -1838684, 77 
14.78, -14610, -1841854, 76 
15.00, -14721, -1845020, 76 
15.22, -14282, -1848191, 76 
15.44, -14528, -1851356, 75 
15.65, -14758, -1854526, 74 
15.87, -14334, -1857688, 74 
16.09, -14483, -1860860, 74 
16.31, -14610, -1864025, 73 
16.52, -14555, -1867198, 74 
16.74, -14713, -1870364, 73 
16.96, -14749, -1873531, 72 
17.18, -14569, -1876693, 72 
17.39, -14673, -1879868, 71 
17.61, -14498, -1883034, 71 
17.83, -14521, -1886205, 71 
18.04, -14701, -1889368, 71 
18.26, -14426, -1892538, 71 
18.48, -14370, -1895710, 70 
18.70, -7352, -1898833, 70 
18.91, -3661, -1900363, 69 
19.13, -1829, -1901150, 68 
19.34, -884, -1901544, 68 
19.56, -424, -1901739, 67 
19.78, -221, -1901832, 68 
19.99, -111, -1901877, 68 
20.20, -32, -1901902, 68 
20.42, -46, -1901914, 68 
20.63, -1, -1901919, 68 
20.85, -4, -1901923, 67 
21.06, 0, -1901924, 33 
21.28, 5, -1901926, 13 
21.49, 0, -1901927, 8 
21.70, 0, -1901926, 0 
21.92, -14, -1901926, -88 
22.13, 14511, -1901907, -116 
22.35, 14543, -1898756, -109 
22.57, 14666, -1895587, -105 
22.78, 14509, -1892414, -105 
23.00, 14332, -1889243, -104 
23.22, 14561, -1886078, -104 
23.44, 14439, -1882909, -102 
23.65, 14387, -1879741, -99 
23.87, 14853, -1876570, -95 
24.09, 14679, -1873406, -88 
24.31, 14379, -1870241, -83 
24.52, 14802, -1867076, -80 
24.74, 14567, -1863907, -77 
24.96, 14601, -1860740, -77 
25.18, 14482, -1857573, -77 
25.39, 14336, -1854410, -77 
25.62, 14730, -1851242, -77 
25.83, 14382, -1848074, -77 
26.05, 14483, -1844910, -78 
26.27, 14604, -1841744, -77 
26.48, 14447, -1838580, -76 
26.70, 14944, -1835416, -73 
26.92, 14608, -1832249, -71 
27.13, 14477, -1829082, -69 
27.35, 14763, -1825916, -67 
27.57, 14461, -1822750, -68 
27.79, 14614, -1819585, -70 
28.00, 14304, -1816417, -66 
28.22, 14322, -1813251, -62 
28.44, 14795, -1810083, -69 
28.66, 14375, -1806916, -67 
28.87, 14701, -1803752, -68 
29.09, 14603, -1800590, -67 
29.31, 14488, -1797420, -65 
29.52, 15016, -1794251, -64 
29.74, 14639, -1791086, -63 
29.96, 14310, -1787920, -61 
30.18, 14495, -1784755, -60 
30.39, 14513, -1781589, -61 
30.61, 14727, -1778418, -60 
30.83, 7579, -1775292, -60 
31.04, 3650, -1773717, -59 
31.26, 1813, -1772906, -60 
31.47, 929, -1772519, -59 
31.69, 469, -1772325, -58 
31.90, 246, -1772228, -58 
32.12, 123, -1772176, -58 
32.33, 56, -1772149, -57 
32.55, -1, -1772136, -56 
32.76, -6, -1772130, -54 
32.98, 0, -1772128, -52 
33.19, 0, -1772129, -50 
33.41, 0, -1772128, -48 
33.62, 0, -1772128, -46 
33.84, 0, -1772128, -6 
34.05, 0, -1772127, 37 
34.27, -8938, -1772138, 76 
34.48, -14665, -1774089, 92 
34.70, -14910, -1777259, 100 
34.92, -14476, -1780430, 97 
35.14, -14522, -1783600, 92 
35.35, -14737, -1786767, 88 
35.57, -14332, -1789929, 86 
35.79, -14447, -1793098, 82 
36.01, -14690, -1796267, 79 
36.22, -14437, -1799433, 78 
36.44, -14484, -1802603, 77 
36.66, -14608, -1805767, 75 
36.88, -14684, -1808935, 74 
37.10, -14864, -1812101, 71 
37.31, -14576, -1815272, 9 
37.53, 5379, -1818364, -48 
37.74, 14423, -1817206, -84 
37.96, 14495, -1814033, -83 
38.18, 14439, -1810865, -77 
38.40, 14682, -1807699, -73 
38.61, 14464, -1804536, -71 
38.83, 14456, -1801370, -70 
39.05, 14875, -1798201, -68 
39.27, 14517, -1795034, -67 
39.48, 14682, -1791869, -65 
39.70, 14436, -1788706, -64 
39.92, 14371, -1785538, -63 
40.13, 14719, -1782369, -62 
40.35, 14393, -1779203, -60 
40.57, 14428, -1776038, -59 
40.79, 7337, -1772911, -57 
41.00, 3640, -1771372, -55 
41.22, 1791, -1770586, -53 
41.43, 874, -1770198, -49 
41.65, 451, -1770006, 34 
41.86, -8784, -1769922, 64 
42.08, -14382, -1771778, 86 
42.30, -14589, -1774944, 81 
42.51, -14694, -1778110, 76 
42.73, -14590, -1781279, 75 
42.95, -14732, -1784447, 73 
43.17, -14437, -1787617, 72 
43.38, -14516, -1790783, 70 
43.60, -14757, -1793948, 68 
43.82, -14273, -1797120, 66 
44.04, -14530, -1800289, 63 
44.25, -14676, -1803455, 62 
44.47, -14396, -1806621, 60 
44.69, -14587, -1809789, 58 
44.91, -14709, -1812954, 57 
45.12, -14667, -1816121, 56 
45.34, -14497, -1819289, 54 
45.56, -14535, -1822459, 53 
45.78, -14546, -1825621, 52 
45.99, -14557, -1828790, 51 
46.21, -14419, -1831958, 49 
46.43, -14470, -1835129, 49 
46.65, -14699, -1838295, 49 
46.86, -14377, -1841463, 49 
47.08, -14251, -1844627, 49 
47.30, -14841, -1847795, 49 
47.52, -14607, -1850962, 49 
47.73, -14520, -1854133, 49 
47.95, -14726, -1857294, 48 
48.17, -14537, -1860470, 48 
48.39, -14452, -1863629, 47 
48.60, -14629, -1866802, 48 
48.82, -14543, -1869973, 47 
49.04, -14515, -1873140, 47 
49.26, -14253, -1876304, 46 
49.47, -14393, -1879478, 46 
49.69, -14762, -1882644, 45 
49.91, -14553, -1885816, 44 
50.12, -14702, -1888977, 45 
50.34, -14787, -1892147, 45 
50.56, -14311, -1895316, 45 
50.78, -14530, -1898484, 45 
51.00, -7574, -1901606, 45 
51.21, -3784, -1903158, 45 
51.43, -1855, -1903964, 45 
51.64, -897, -1904371, 45 
51.86, -454, -1904567, 44 
52.07, -227, -1904662, 44 
52.28, -115, -1904711, 43 
52.50, -48, -1904735, 41 
52.71, -64, -1904748, -1 
52.93, -33, -1904754, -42 
53.14, 11224, -1904742, -77 
53.36, 14341, -1902396, -81 
53.58, 14836, -1899226, -74 
53.79, 14657, -1896061, -68 
54.01, 14468, -1892892, -64 
54.23, 14850, -1889729, -61 
54.45, 14504, -1886563, -59 
54.66, 14659, -1883398, -54 
54.88, 14476, -1880228, -51 
55.10, 14216, -1877062, -48 
55.32, 14713, -1873898, -46 
55.53, 14442, -1870733, -44 
55.75, 14458, -1867567, -43 
55.97, 14559, -1864398, -42 
56.19, 14490, -1861232, -41 
56.40, 14935, -1858067, -40 
56.62, 14581, -1854903, -39 
56.84, 14477, -1851738, -38 
57.05, 14823, -1848569, -38 
57.27, 14509, -1845405, -37 
57.49, 14715, -1842237, -36 
57.71, 14405, -1839069, -36 
57.92, 14305, -1835906, -35 
58.14, 14756, -1832740, -34 
58.36, 14399, -1829572, -33 
58.58, 14640, -1826408, -32 
58.79, 14455, -1823240, -32 
59.01, 14512, -1820078, -33 
59.23, 14985, -1816910, -33 
59.45, 14612, -1813744, -34 
59.66, 14476, -1810572, -34 
59.88, 14545, -1807409, -34 
60.10, 14401, -1804244, -34 
60.32, 14696, -1801078, -35 
60.53, 14357, -1797912, -35 
60.75, 14402, -1794742, -36 
60.97, 14693, -1791575, -37 
61.19, 14584, -1788412, -37 
61.40, 14744, -1785244, -37 
61.62, 14524, -1782078, -37 
61.84, 14466, -1778911, -36 
62.06, 7179, -1775783, -35 
62.27, 3470, -1774239, -35 
62.48, 1701, -1773471, -34 
62.70, 869, -1773099, -33 
62.91, 448, -1772916, -33 
63.13, 225, -1772826, -33 
63.34, 113, -1772779, -34 
63.56, 59, -1772755, -34 
63.77, -4, -1772743, -34 
63.99, -2, -1772736, -20 
64.21, 0, -1772736, 3 
64.42, 0, -1772734, 7 
64.63, -1368, -1772733, 7 
64.85, -756, -1773002, 7 
65.06, -1084, -1773164, 7 
65.28, -928, -1773407, 7 
65.49, -1032, -1773607, 7 
65.70, -988, -1773840, 7 
65.92, -1174, -1774063, 7 
66.13, -1053, -1774297, 7 
66.35, -1107, -1774510, 7 
66.56, -1072, -1774745, 8 
66.78, -1429, -1774983, 33 
66.99, -14439, -1775306, 58 
67.21, -14446, -1778484, 60 
67.43, -14585, -1781653, 54 
67.65, -14597, -1784824, 51 
67.86, -14463, -1787992, 20 
68.08, 2305, -1791089, -17 
68.30, 3163, -1790606, -33 
68.51, 14391, -1789870, -8 
68.73, -5190, -1786777, 7 
68.94, 876, -1787846, 7 
69.15, -2063, -1787678, 7 
